SM_SYMBOL_NAME,SEM_SMST_SECURITY_ID
GIRIRAJ CIVIL DEVP LTD,2365
MUTHOOT FINANCE LIMITED,23650
SLONE INFOSYSTEMS LIMITED,23689
INDEGENE LIMITED,23693
WINSOL ENGINEERS LIMITED,23714
REFRACTORY SHAPES LIMITED,23718
AADHAR HOUSING FINANCE L,23729
SILKFLEX POLYMERS INDIA L,23736
TBO TEK LIMITED,23740
ENERGY MISSION MACH IND L,23745
PREMIER ROADLINES LIMITED,23764
VERITAAS ADVERTISING LTD,23775
MANDEEP AUTO INDUSTRIES L,23779
ABS MARINE SERVICES LTD,23783
INDIAN EMULSIFIERS LTD,23789
QUEST LABORATORIES LTD,23793
GO DIGIT GENERAL INS LTD,23799
HOAC FOODS INDIA LIMITED,23822
RULKA ELECTRICALS LIMITED,23830
NAVNEET EDUCATION LTD,2385
AWFIS SPACE SOLUTIONS LTD,23864
NELCO LTD,2388
GSM FOILS LIMITED,23891
VILAS TRANSCORE LIMITED,23909
BEACON TRUSTEESHIP LTD,23922
SANDHAR TECHNOLOGIES LTD,2397
Z-TECH (INDIA) LIMITED,23976
AIMTRON ELECTRONICS LTD,23984
BOROSIL SCIENTIFIC LTD,24014
TBI CORN LIMITED,24019
KRONOX LAB SCIENCES LTD,24025
NEULAND LAB LTD.,2406
LE TRAVENUES TECHNOLOGY L,24067
GP ECO SOLUTIONS INDIA L,24113
JHS SVENDGAARD RETAIL V L,24145
FALCON TECHNOPROJ IND LTD,24153
DEE DEVELOPMENT ENG LTD,24154
AKME FINTRADE (INDIA) LTD,24159
DURLAX TOP SURFACE LTD,24164
WINNY IMMIGRA & EDU SER L,24176
PI INDUSTRIES LTD,24184
SYMPHONY LIMITED,24190
VADILAL INDUSTRIES LTD,24196
NILKAMAL LIMITED,2421
RELAXO FOOT LTD.,24225
STANLEY LIFESTYLES LTD,24226
OM INFRA LIMITED,24231
MEDICAMEN ORGANICS LTD,24239
SHIVALIC POWER CONTROL L,24249
ESTER INDUSTRIES LTD,24265
SYLVAN PLYBOARD (INDIA) L,24267
VISAMAN GLOBAL SALES LTD,24277
MASON INFRATECH LIMITED,24281
DIVINE POWER ENERGY LTD,24289
PETRO CARBON AND CHEMI L,24290
VST TILLERS TRACTORS LTD,24292
AKIKO GLOBAL SERVICES L,24307
ALLIED BLEND N DISTILS L,24308
RAILTEL CORP OF IND LTD,2431
DIENSTEN TECH LIMITED,24313
VRAJ IRON AND STEEL LTD,24321
NEPHRO CARE INDIA LIMITED,24353
RELIABLE DATA SERVICE LTD,24380
KARMA ENERGY LIMITED,24385
BANSAL WIRE INDUSTRIES L,24386
NK INDUSTRIES LTD,2439
DELPHI WORLD MONEY LTD,24395
EMCURE PHARMACEUTICALS L,24398
ASHIANA HOUSING LTD,24403
DHANUKA AGRITECH LTD,24409
AMBEY LABORATORIES LTD,24415
NOCIL LIMITED,2442
EFFWA INFRA & RESEARCH L,24435
GANESH GREEN BHARAT LTD,24439
AGI INFRA LIMITED,24445
SAHAJ SOLAR LIMITED,24478
ARCHIDPLY DECOR LIMITED,245
SATI POLY PLAST LIMITED,24504
PRIZOR VIZTECH LIMITED,24511
TUNWAL E-MOTORS LIMITED,24520
KATARIA INDUSTRIES LTD,24528
FILATEX INDIA LTD,24532
MAITHAN ALLOYS LTD,24538
CENTRUM CAPITAL LIMITED,2454
MACOBS TECHNOLOGIES LTD,24545
SANSTAR LIMITED,24582
RNFI SERVICES LIMITED,24589
RUSHIL DECOR LIMITED,24595
RAVINDRA ENERGY LIMITED,24596
V.L.INFRAPROJECTS LIMITED,24606
AVANTEL LIMITED,24610
CHETANA EDUCATION LIMITED,24625
MISHRA DHATU NIGAM LTD,2463
MANGLAM INFRA & ENG LTD,24632
APRAMEYA ENGINEERING LTD,24638
TROM INDUSTRIES LIMITED,24642
S A TECH SOFTWARE INDIA L,24674
ESPRIT STONES LIMITED,24678
SATHLOKHAR SYN E&C GLOB L,24697
BULKCORP INTERNATIONAL L,24704
RAJPUTANA INDUSTRIES LTD,24707
ASHAPURA LOGISTICS LTD,24711
AKUMS DRUGS AND PHARMA L,24715
OIL COUNTRY TUBULAR LTD,2472
UTSSAV CZ GOLD JEWELS LTD,24726
RUBFILA INTERNATIONAL LTD,24730
RAGHAV PRODUCTIVITY ENH L,24735
CEIGALL INDIA LIMITED,24742
DHARIWALCORP LIMITED,24747
OIL AND NATURAL GAS CORP.,2475
OLA ELECTRIC MOBILITY LTD,24779
PICTUREPOST STUDIOS LTD,24791
UNICOMMERCE ESOLUTIONS L,24809
BRAINBEES SOLUTIONS LTD,24814
MANGAL CREDIT N FINCORP L,24823
AESTHETIK ENGINEERS LTD,24830
SUYOG TELEMATICS LIMITED,24851
SARASWATI SAREE DEPOT LTD,24856
POSITRON ENERGY LIMITED,24864
SUNLITE RECYCLING IND LTD,24868
INVENTURE GRO & SEC LTD,24870
SOLVE PLASTIC PRODUCTS L,24879
BRACE PORT LOGISTICS LTD,24905
INTERARCH BLDNG SOLTN LTD,24909
FORCAS STUDIO LIMITED,24914
ELGI RUBBER CO. LTD,24928
ORIENT HOTELS LTD,2493
GLOBALE TESSILE LIMITED,24932
MAHALAXMI FABRIC MILLS LT,24937
L&T FINANCE LIMITED,24948
SILGO RETAIL LIMITED,2495
IDEAL TECHNOPLAST IND LTD,24956
QVC EXPORTS LIMITED,24957
ORIENT PAPER AND INDS LTD,2496
ORIENT TECHNOLOGIES LTD,24961
SURAJ LIMITED,24966
WINDSOR MACHINES LIMITED,24969
ADANI ENTERPRISES LIMITED,25
BODAL CHEMICALS LTD,25017
INDIAN PHOSPHATE LIMITED,25033
JAY BEE LAMINATIONS LTD,25037
PREMIER ENERGIES LIMITED,25049
VDEAL SYSTEM LIMITED,25054
ECOS (INDIA) MOB & HOSP L,25060
AERON COMPOSITE LIMITED,25065
PARAMATRIX TECHNOLOGIES L,25069
RAYMOND LIFESTYLE LIMITED,25073
TREE HOUSE EDU LTD,25082
ASAHI SONGWON COLOR LTD,25088
BAAZAR STYLE RETAIL LTD,25114
BOSS PACKAGING SOLU LTD,25119
BCL INDUSTRIES LIMITED,2513
GALA PRECISION ENG LTD,25134
BROOKS LAB LIMITED,25136
OSWAL AGRO MILLS LTD,2514
JEYYAM GLOBAL FOODS LTD,25147
REVATHI EQUIPMENT INDIA L,25157
EUREKA FORBES LIMITED,25162
NAMO EWASTE MANAGEMENT L,25167
TD POWER SYSTEMS LTD.,25178
SHREE TIRUPATI BALAJEE L,25203
MY MUDRA FINCORP LIMITED,25211
SANOFI CONS HEALTHC IND L,25222
VISION INFRA EQUIP SOL L,25231
XTGLOBAL INFOTECH LIMITED,25235
SHUBHSHREE BIOFUELS ENE L,25240
GAJANAND INTERNATIONAL L,25244
ADITYA ULTRA STEEL LTD,25251
KROSS LIMITED,25252
TOLINS TYRES LIMITED,25262
BAJAJ HOUSING FINANCE LTD,25270
SPP POLYMER LIMITED,25306
CONTINENTAL SEED CHEM LTD,2531
P N GADGIL JEWELLERS LTD,25312
INNOMET ADVANCED MATERI L,25320
EXCELLENT WIRES N PACK L,25324
ALEMBIC PHARMA LTD,25328
VASWANI IND LTD,25344
P&G HYGIENE & HEALTH CARE,2535
PG ELECTROPLAST LTD,25358
OSEL DEVICES LIMITED,25389
PANAMA PETROCHEM LTD,25392
ARKADE DEVELOPERS LIMITED,25398
WESTERN CARRIERS (IND) L,25403
PELATRO LIMITED,25408
ENVIROTECH SYSTEMS LTD,25412
DECCAN TRANSCON LEASING L,25421
NORTHERN ARC CAPITAL LTD,25426
PARAMOUNT SPECIALI FORG L,25431
KALANA ISPAT LIMITED,25443
PAISALO DIGITAL LIMITED,25468
TIJARIA POLYPIPES LTD,25482
ONELIFE CAP ADVISORS LTD,25492
NIRAJ CEMENT STRUC LTD,255
INDO US BIOTECH LTD,25503
FLEXITUFF VENTURES INT L,25512
PHOENIX OVERSEAS LIMITED,25513
AVI ANSH TEXTILE LIMITED,25520
BIKEWO GREEN TECH LIMITED,25524
S D RETAIL LIMITED,25528
SHAKTI PUMPS (I) LTD,25574
TRIVENI TURBINE LIMITED,25584
MANBA FINANCE LIMITED,25597
WOL 3D INDIA LIMITED,25602
INDO THAI SEC LTD,25608
RAPPID VALVES (INDIA) LTD,25610
HUHTAMAKI INDIA LIMITED,2562
U. Y. FINCORP LIMITED,25626
UNILEX COLOURS AND CHEM L,25633
ESSAR SHIPPING LTD,25634
KRN HEAT EXCHANGE N REF L,25643
THINKING HATS ENTER SOL L,25648
TECHERA ENGINEER (IND) L,25652
FORGE AUTO INTERNATION L,25667
SAHASRA ELECTRONIC SOLU L,25668
DIFFUSION ENGINEERS LTD,25672
DIVYADHAN RECYCLING IND L,25677
JAIN DVR EQUITY SHARES,25684
DYNACONS SYS & SOLN LTD,25690
HVAX TECHNOLOGIES LIMITED,25708
SAJ HOTELS LIMITED,25712
PARAMOUNT DYE TEC LIMITED,25716
POLY MEDICURE LIMITED,25718
RUPA & COMPANY LTD,25724
SHANKAR LAL RAMPAL LTD,25740
VIKAS ECOTECH LIMITED,25756
APL APOLLO TUBES LTD,25780
KANANI INDUSTRIES LTD,25786
GARUDA CONSTRUCT N ENG L,25800
LLOYDS ENTERPRISES LTD,25807
PRANIK LOGISTICS LIMITED,25818
VINTAGE COFFEE N BVRGS L,25835
HYUNDAI MOTOR INDIA LTD,25844
AFFORD ROBO & AUTO LTD,25855
LAKSHYA POWERTECH LIMITED,25860
FRESHARA AGRO EXPORTS LTD,25868
MORARJEE TEXTILES LIMITED,25876
ANKIT MET & POW LTD,25878
IMPEX FERRO TECH LIMITED,25881
MEP INFRA. DEVELOPERS LTD,25882
DEEPAK BUILDERS & ENG I L,25892
MINDA CORPORATION LTD,25897
PREMIUM PLAST LIMITED,25898
WAAREE ENERGIES LIMITED,25907
OCCL LIMITED,25918
OBSC PERFECTION LIMITED,25923
DANISH POWER LIMITED,25927
UNITED HEAT TRANSFER LTD,25935
GODAVARI BIOREFINERIES L,25941
3P LAND HOLDINGS LIMITED,2595
USHA FINANCIAL SERVICES L,25952
AFCONS INFRASTRUCTURE LTD,25977
AMJ LAND HOLDINGS LIMITED,2598
ADITYA VISION LIMITED,25984
PARTY CRUISERS LIMITED,2599
LEMON TREE HOTELS LTD,2606
PEARL POLYMERS LTD,2610
HERANBA INDUSTRIES LTD,2614
SEAMEC LIMITED,2616
ATUL LTD,263
PFIZER LTD,2643
DRC SYSTEMS INDIA LIMITED,2645
PCBL CHEMICAL LIMITED,2649
PIDILITE INDUSTRIES LTD,2664
VERA SYNTHETIC LIMITED,2666
POLYPLEX CORPORATION LTD,2687
GACM TECHNOLOGIES LIMITED,27
CHEMCON SPECIAL CHEM LTD,270
HEXA TRADEX LIMITED,27008
A B INFRABUILD LIMITED,27020
TRIB BHIMJI ZAVERI LTD,27037
MASTER TRUST LIMITED,27047
PRAJ INDUSTRIES LTD,2705
SAGILITY LIMITED,27052
ACME SOLAR HOLDINGS LTD,27061
SWIGGY LIMITED,27066
VARDHMAN SPC STEEL LTD,27067
K.P. ENERGY LIMITED,27079
PRAKASH INDUSTRIES LTD,2708
KNOWLEDGE MARINE & EN W L,27084
MTAR TECHNOLOGIES LIMITED,2709
SWAN CORP LIMITED,27095
NIVA BUPA HEALTH INS CO L,27097
SPECIALITY REST LTD,27107
NEELAM LINENS & GAR (I) L,27123
ONYX BIOTEC LIMITED,27136
BLACKBUCK LIMITED,27144
BTRFLY GANDHI APPL LTD,2716
CINELINE INDIA LIMITED,27161
PRECISION WIRES INDIA LTD,2717
RACL GEARTECH LIMITED,27171
NTPC GREEN ENERGY LIMITED,27176
ENVIRO INFRA ENGINEERS L,27213
LAMOSAIC INDIA LIMITED,27218
INNOVATIVE TYRE & TUBE LT,27266
RAJPUTANA BIODIESEL LTD,27269
C2C ADVANCED SYSTEMS LTD,27277
ABHA POWER N STEEL LTD,27287
APEX ECOTECH LIMITED,27288
RATTANINDIA ENT LIMITED,27297
SAMPANN UTPADAN INDIA LTD,27303
AGARWAL TOUGH GLASS IND L,27309
SURAKSHA DIAGNOSTIC LTD,27334
GANESH INFRAWORLD LIMITED,27339
ROSSELL TECHSYS LIMITED,27353
PRISM JOHNSON LIMITED,2739
AUROBINDO PHARMA LTD,275
ODIGMA CONSULTANCY SOL L,27575
EMERALD TYRE MANUF LTD,27629
GENERAL INS CORP OF INDIA,277
DHANLAXMI CROP SCIENCE L,27723
INNOVANA THINKLABS LTD,27773
AUTOMOTIVE AXLES LIMITED,278
JUBILANT INGREVIA LIMITED,2783
SAI LIFE SCIENCES LIMITED,27839
EASY TRIP PLANNERS LTD,2792
RSWM LIMITED,2794
VISHAL MEGA MART LIMITED,27969
CHEMFAB ALKALIS LIMITED,2799
PURPLE UNITED SALES LTD,28044
ONE MOBIKWIK SYSTEMS LTD,28046
SUPREME FACILITY MGMT LTD,28069
RAJSHREE SUGAR & CHEMICAL,2809
INVENTURUS KNOWLEDGE SO L,28125
ARVEE LABORATORIES I LTD,2814
RALLIS INDIA LTD,2816
ANUPAM RASAYAN INDIA LTD,2829
ANUH PHARMA LIMITED,28314
RANA SUGARS LTD.,2837
INTERNATIO GEMM INS (I) L,28378
MAHICKRA CHEMICAL LIMITED,2839
LAXMI ORGANIC INDUS LTD,2841
RANE HOLDINGS LIMITED,2844
CRAFTSMAN AUTOMATION LTD,2854
IDENTICAL BRAINS STUDIO L,28574
RAYMOND LTD,2859
SHREE RAM PROTEINS LTD.,28635
RASHTRIYA CHEMICALS & FER,2866
DAM CAPITAL ADVISORS LTD,28662
HI-TECH PIPES LIMITED,2868
MAMATA MACHINERY LIMITED,28687
TRANSRAIL LIGHTING LTD,28714
CONCORD ENVIRO SYSTEMS L,28764
NEWMALAYALAM STEEL LTD,28801
SANATHAN TEXTILES LIMITED,28805
VENTIVE HOSPITALITY LTD,28847
RELIANCE INDUSTRIES LTD,2885
PROZONE REALTY LIMITED,28859
CARRARO INDIA LIMITED,28879
SENORES PHARMACEUTICALS L,28888
KITEX GARMENTS LTD,28899
MAYUR UNIQUOTERS LTD,28906
ROSSELL INDIA LIMITED,28913
DUCON INFRATECHNOLOGIES L,28952
UNIMECH AEROSPACE N MFG L,28960
ANYA POLYTECH & FERTI LTD,28983
TVS HOLDINGS LIMITED,29008
ARSHIYA LIMITED,29015
CEREBRA INT TECH LTD,29016
INDO FARM EQUIPMENT LTD,29025
ZUARI AGRO CHEMICALS LTD,29050
STANDARD GLASS LIN TECH L,29075
QUADRANT FUTURE TEK LTD,29087
RICO AUTO INDUSTRIES LTD,2909
DELTA AUTOCORP LIMITED,29092
DDEV PLASTIKS IND LTD,29098
CARE RATINGS LIMITED,29113
RELIANCE INDUSTRIAL INFRA,2912
PC JEWELLER LTD,29124
INDUS TOWERS LIMITED,29135
NAVKAR URBANSTRUCTURE LTD,29149
SAT KARTAR SHOPPING LTD,29151
LAXMI DENTAL LIMITED,29171
BARFLEX POLYFILMS LIMITED,29176
KABRA JEWELS LIMITED,29192
STALLION IND FLUOROCHEM L,29204
SITI NETWORKS LIMITED,29210
ONESOURCE SPECL PHARMA L,29224
EMA PARTNERS INDIA LTD,29229
ITC HOTELS LIMITED,29251
DENTA WATER N INFRA SOL L,29256
REXPRO ENTERPRISES LTD,29270
VMART RETAIL LTD,29284
THE RUBY MILLS LTD,2939
MOHIT INDUSTRIES LTD,29427
SUPREME HOLDIN N HOSP I L,29439
DR AGARWALS HEALTH CARE L,29452
MOSCHIP TECHNOLOGIES LTD,29459
PROTEAN EGOV TECHNO LTD,29472
MAGELLANIC CLOUD LIMITED,29482
NIBE LIMITED,29487
ORCHASP LIMITED,29492
S&S POWER SWITCHGEARS LTD,2951
CHAMUNDA ELECTRICAL LTD,29541
KEN ENTERPRISES LIMITED,29547
KALYAN JEWELLERS IND LTD,2955
READYMIX CONSTRU MACHI L,29564
NATURAL CAPSULES LIMITED,29583
JUBILANT AGRI N CON PRO L,29592
ELEGANZ INTERIORS LIMITED,29595
REPCO HOME FINANCE LTD,29598
AJAX ENGINEERING LIMITED,29624
STEEL AUTHORITY OF INDIA,2963
CHANDAN HEALTHCARE LTD,29636
MAXVOLT ENERGY INDUS L,29645
VOLER CAR LIMITED,29661
P S RAJ STEELS LIMITED,29662
HEXAWARE TECHNOLOGIES LTD,29666
INDEF MANUFACTURING LTD,29678
SAKTHI SUGARS LTD,2969
SURYODAY SMALL FIN BK LTD,2970
QUALITY POWER ELEC EQUP L,29711
ORIENT ELECTRIC LIMITED,2972
TEJAS CARGO INDIA LIMITED,29726
ROYAL ARC ELECTRODES LTD,29727
GUJARAT THEMIS BIOSYN LTD,29731
NRB INDUS. BEARINGS LTD.,29733
ORTIN GLOBAL LIMITED,2980
HP TELECOM INDIA LIMITED,29875
VISAGAR POLYTEX LTD,29877
SANDESH LTD,2988
CALSOFT RS.2.50 PPD UP,29958
JUSTDIAL LTD.,29962
SANGHI INDUSTRIES LTD,2997
WONDERLA HOLIDAYS LTD.,3002
ATUL AUTO LIMITED,30023
BALAJI PHOSPHATES LIMITED,30033
SUVIDHAA INFOSERVE LTD,3005
ORIENT CEMENT LTD.,30089
KOHINOOR FOODS LIMITED,3009
ADITYA BIRLA FASHION & RT,30108
SAMMAAN CAPITAL LIMITED,30125
PRABHA ENERGY LIMITED,30134
SAURASHTRA CEMENT LIMITED,3018
CURA TECHNOLOGIES LIMITED,30191
SAVITA OIL TECHNOLO. LTD,3021
JINDAL SAW LIMITED,3024
BHARAT SEATS LIMITED,30244
ISHAN DYES N CHEMICALS L,30252
DIVINE HIRA JEWELLERS LTD,30259
GRAND CONTINENT HOTELS L,30289
INTEGRA ESSENTIA LIMITED,30323
STATE BANK OF INDIA,3045
SPECTRUM ELECTRIC IND LTD,30455
RAPID FLEET MGT SERVICE L,30460
ACTIVE INFRASTRUCTURES L,30464
SHIPPING CORP OF INDIA LT,3048
FUTURE ENTERPRISES LTD,30491
BAJAJ HOLDINGS & INVS LTD,305
VEDANTA LIMITED,3063
SESHASAYEE PAPER & BOARDS,3066
SHANTHI GEARS LTD,3078
BAJAJ HINDUSTHAN SUGAR LT,308
PIL ITALICA LIFESTYLE LTD,30835
INDOSTAR CAPITAL FIN LTD,3088
SHREE DIGVIJAY CEM CO LTD,3099
THOMAS SCOTT (INDIA) LTD,31017
SHREE CEMENT LIMITED,3103
DB (INT) STOCK BROKERS,31107
COMPUCOM SOFTWARE LTD,31138
RHI MAGNESITA INDIA LTD,31163
MULTI COMMODITY EXCHANGE,31181
TUBE INVEST OF INDIA LTD,312
SCHNEIDER ELECTRIC INFRA,31234
NANDAN DENIM LIMITED,31258
SHREYANS INDUSTRIES LTD,3126
BARBEQUE NATION HOSP. LTD,3127
TRANSWORLD SHIP LINES LTD,3129
HONDA I POWER PRODUCT LTD,3138
MT EDUCARE LTD,31413
NBCC (INDIA) LIMITED,31415
LYPSA GEMS & JEWEL LTD,31468
ORBIT EXPORTS LIMITED,31479
SIDDHIKA COATINGS LIMITED,3148
BOROSIL RENEWABLES LTD,3149
SIEMENS LTD,3150
JIND POL INV & FIN CO LTD,31507
SIMPLEX INFRASTRUCTURES L,3162
BAJAJ FINANCE LIMITED,317
SREELEATHERS LIMITED,31837
SKF INDIA LTD,3186
V MARC INDIA LIMITED,3188
LODHA DEVELOPERS LIMITED,3220
JTEKT INDIA LIMITED,3237
ANGEL ONE LIMITED,324
NITIRAJ ENGINEERS LTD,3247
SPIC LTD,3252
SRF LTD,3273
TEMBO GLOBAL IND LTD,3275
STAR PAPER MILLS LTD,3291
DEEP INDUSTRIES LIMITED,3292
MODISON LIMITED,3316
SPML INFRA LIMITED,3321
SUBROS LIMITED,3324
SUDARSHAN CHEMICAL INDS L,3327
ISGEC HEAVY ENG LTD,3329
SUNDARAM FINANCE LTD,3339
VALIANT ORGANICS LIMITED,334
SUNDRAM FASTENERS LTD,3345
SUNFLAG IRON AND STEEL CO,3348
BALKRISHNA IND. LTD,335
SUN PHARMACEUTICAL IND L,3351
SUPER SPINNING MILLS LTD,3357
SUPREME INDUSTRIES LTD,3363
SURYA ROSHNI LTD,3375
BALMER LAWRIE & CO LTD,338
SWARAJ ENGINES LTD,3384
SML ISUZU LIMITED,3387
AGARWAL INDS CORP LTD.,3389
TAINWALA CHEMICAL AND PLA,3396
ADOR WELDING LTD,34
AJOONI BIOTECH LIMITED,3403
TATA CHEMICALS LTD,3405
BALRAMPUR CHINI MILLS LTD,341
TATA ELXSI LIMITED,3411
HONEYWELL AUTOMATION IND,3417
COMPUTER AGE MNGT SER LTD,342
TATA POWER CO LTD,3426
TATA CONSUMER PRODUCT LTD,3432
BLACK BOX LIMITED,3435
TATA MOTORS LIMITED,3456
TOURISM FINANCE CORP. OF,3466
BANARAS BEADS LTD,347
THERMAX LTD,3475
THOMAS COOK (INDIA) LTD,3481
CHAMAN LAL SETIA EXP LTD,3482
TIL LTD,3484
THIRUMALAI CHEMICALS LTD,3496
TATA STEEL LIMITED,3499
BANNARI AMMAN SUGARS LTD,350
TITAN COMPANY LIMITED,3506
TORRENT PHARMACEUTICALS L,3518
TTK PRESTIGE LTD,3546
EQUIPPP SOC IMP TECH LTD,3553
ADANI GREEN ENERGY LTD,3563
NIPPON L I A M LTD,357
UCAL LIMITED,3570
UNICHEM LABORATORIES LTD,3579
MOKSH ORNAMENTS LIMITED,3586
UNIVERSAL CABLES LTD,3607
JUBILANT PHARMOVA LTD,3637
VARDHMAN POLYTEX LTD.,3646
RAJ OIL MILLS LIMITED,366
SOLARA ACTIVE PHA SCI LTD,3672
VESUVIUS INDIA LTD,3676
BASF INDIA LTD,368
VINDHYA TELELINKS LTD,3694
GAYATRI HIGHWAYS LIMITED,3699
VIP INDUSTRIES LTD,3703
BATA INDIA LTD,371
VLS FINANCE LTD,3715
VOLTAS LTD,3718
TATA COMMUNICATIONS LTD,3721
VST INDUSTRIES LTD,3724
ANMOL INDIA LIMITED,3727
WALCHANDNAGAR INDUSTRIES,3736
FINE ORGANIC IND. LTD.,3744
WEIZMANN LTD,3748
VENKY S (INDIA) LIMITED,3757
RITES LIMITED,3761
WHEELS INDIA LTD,3766
WILLIAMSON MAGOR,3772
WIPRO LTD,3787
WEST COAST PAPER MILLS LT,3799
BOMBAY BURMAH TRADING COR,380
VINEET LABORATORIES LTD,3807
SINTERCOM INDIA LIMITED,381
ZEE ENTERTAINMENT ENT LTD,3812
ARIHANT CAPITAL MKTS LTD,3813
ZODIAC CLOTHING CO. LTD.,3821
ZUARI INDUSTRIES LIMITED,3827
BHARAT ELECTRONICS LTD,383
BHARAT RASAYAN LTD,3834
TOKYO PLAST INTL LTD,3837
MAHINDRA LOGISTIC LIMITED,385
VARROC ENGINEERING LTD.,3857
SOMANY CERAMICS LIMITED,3880
HATSUN AGRO PRODUCT LTD.,3892
CAPLIN POINT LAB LTD.,3906
PREMIER POLYFILM LTD,3908
KHAITAN (INDIA)LTD.,3912
NATCO PHARMA LTD.,3918
GLOBE TEXTILES (I) LTD.,393
BEML LIMITED,395
JAKHARIA FABRIC LIMITED,3950
GOCL CORPORATION LIMITED,3963
REMSONS INDUSTRIES LTD,3965
PARAS PETROFILS LTD.,3972
TAMILNADU NEWSPRT & PAPER,3980
GREENPLY INDUSTRIES LTD,3987
THE NEW INDIA ASSU CO LTD,399
21ST CENTURY MGMT SERVICE,4
AEGIS LOGISTICS LIMITED,40
CORAL INDIA FIN & HOUS LT,4007
NAVA LIMITED,4014
AUSOM ENTERPRISE LIMITED,4037
BERGER PAINTS (I) LTD,404
EIMCO ELECON (INDIA) LTD,4040
JAYANT AGRO ORGANICS LTD,4041
PANACEA BIOTEC LTD,4055
MARICO LIMITED,4067
AMBANI ORGOCHEM LIMITED,4083
SIL INVESTMENTS LIMITED,4105
HB STOCKHOLDINGS LIMITED,4118
SAMBHAAV MEDIA LTD,4127
REGENCY CERAMICS LTD.,4130
BIOFIL CHEM & PHARMA LTD,4136
KEYNOTE FIN SERV LTD.,4157
ZENITH EXPORTS LTD,4176
SUNDARAM BRAK LININGS LTD,4179
SANGAM (INDIA) LTD,4184
BHANSALI ENG. POLYMERS LT,419
SAMVRDHNA MTHRSN INTL LTD,4204
USHANTI COLOUR CHEM LTD,4212
BHARAT FORGE LTD,422
WENDT (INDIA) LIMITED,4235
HDFC AMC LIMITED,4244
KHADIM INDIA LIMITED,425
BHARAT GEARS LTD.,426
DE NORA INDIA LIMITED,4279
BDR BUILDCON LIMITED,4294
STERLING TOOLS LIMITED,4299
SHRIRAM FINANCE LIMITED,4306
PUNJAB CHEM & CROP PROT L,4344
IFGL REFRACTORIES LIMITED,436
BHEL,438
GULF OIL LUB. IND. LTD.,4391
MIRZA INTERNATIONAL LIMIT,4394
JAGSONPAL PHARMACEUTICALS,4410
CREDITACCESS GRAMEEN LTD,4421
INDIAN CARD CLOTHING CO.,4422
5PAISA CAPITAL LIMITED,445
ELECTROTHERM (I) LTD.,4469
AARTI DRUGS LTD.,4481
ALKYL AMINES CHEM. LTD,4487
JOHNSON CONTROLS HITACHI,4491
MPHASIS LIMITED,4503
SIGNET INDUSTRIES LIMITED,4522
DYNAMATIC TECHNOLOGIES,4525
GUJARAT RAFFIA INDUST LTD,4548
RUCHI INFRASTRUCTURE LTD,4566
ATLAS CYCLE (HARYANA) LTD,4568
RAMCO INDUSTRIES LIMITED,4587
KOTHARI PETROCHEM LTD,4594
HERITAGE FOODS LTD,4598
SANWARIA CONSUMER LIMITED,46
ABHISHEK INTEGRATIONS LTD,4626
SHIVALIK BIMETAL CON. LTD,4656
BANK OF BARODA,4668
HDFC LIFE INS CO LTD,467
SONA BLW PRECISION FRGS L,4684
SHYAM METALICS AND ENGY L,4693
OSWAL GREENTECH LIMITED,471
GAIL (INDIA) LTD,4717
3M INDIA LIMITED,474
BANK OF INDIA,4745
INDIA NIPPON ELECT  LTD,4747
CONTAINER CORP OF IND LTD,4749
INDRAPRASTHA MEDICAL CORP,4751
BIRLA CABLE LIMITED,477
TCI FINANCE LTD,4771
DCM FINANCIAL SERVICES LT,4775
RELIANCE INFRASTRUCTU LTD,4791
HAPPIEST MINDS TECHNO LTD,48
BIRLA CORPORATION LTD,480
KCP SUGAR IND CORP LTD.,4809
ANI INTEGRATED SERV LTD.,482
DODLA DAIRY LIMITED,4822
SNOWMAN LOGISTICS LTD.,4843
KRISHNA INST OF MED SCI L,4847
ICE MAKE REFRIGERAT LTD,489
SAREGAMA INDIA LIMITED,4892
FDC LIMITED,4898
ENGINEERS INDIA LTD,4907
MADRAS FERTILISERS LTD,4911
HINDCON CHEMICALS LIMITED,4920
INDIA PESTICIDES LIMITED,4934
BLUE DART EXPRESS LTD,495
ADROIT INFOTECH LIMITED,4953
GANGA FORGING LIMITED,4957
ICICI BANK LTD.,4963
IRCON INTERNATIONAL LTD,4986
SHARDA CROPCHEM LTD.,4992
GOENKA DIAMOND&JEWELS LTD,5010
WALPAR NUTRITIONS LIMITED,5013
SVP GLOBAL TEXTILES LTD,5020
CLEAN SCIENCE & TECH LTD,5049
G R INFRAPROJECTS LIMITED,5054
SHEMAROO ENTER. LTD.,5068
PULZ ELECTRONICS LIMITED,507
MAZAGON DOCK SHIPBUIL LTD,509
ETERNAL LIMITED,5097
KPI GREEN ENERGY LIMITED,5108
SYNERGY GREEN IND. LTD,5114
BOMBAY DYEING & MFG. CO L,513
CIGNITI TECHNOLOGIES LTD,5142
JAI CORP LIMITED,5143
TATVA CHIN PHARM CHEM LTD,5162
STYLAM INDUSTRIES LIMITED,5186
ANTARCTICA LTD,5194
GUJARAT MINERAL DEV CORP,5204
TAMILNADU PETROPRODUCTS L,5235
MAHA RASHTRA APEX COPR. L,5239
AAREY DRUGS & PHARM LTD,5248
INDUSIND BANK LIMITED,5258
BHARAT PETROLEUM CORP  LT,526
